SKU,Category,Style,Size,Amount,Core,price_level
JNE3437-KR-XS,kurta,JNE3437,XS,517.0,KR,Medium
JNE3818-KR-M,kurta,JNE3818,M,475.0,KR,Medium
JNE3437-KR-M,kurta,JNE3437,M,517.0,KR,Medium
J0011-LCD-S,Set,J0011,S,1695.0,LCD,Luxury
SET401-KR-NP-XS,Set,SET401,XS,999.0,KR-NP,Premium
J0194-DR-L,Western Dress,J0194,L,668.0,DR,High
SET302-KR-PP-XXL,Set,SET302,XXL,799.0,KR-PP,Premium
J0297-TP-L,Top,J0297,L,574.0,TP,Medium
SET323-KR-NP-S,Set,SET323,S,999.0,KR-NP,Premium
SET397-KR-NP-S,Set,SET397,S,999.0,KR-NP,Premium
J0390-TP-M,Top,J0390,M,625.0,TP,High
BL113-XXL,Blouse,BL113,XXL,493.0,null,Medium
J0095-SET-XXL,Set,J0095,XXL,653.0,SET,High
PJNE2014-KR-N-6XL,kurta,PJNE2014,6XL,798.0,KR-N,Premium
J0373-KR-XS,kurta,J0373,XS,575.0,KR,Medium
SET384-KR-NP-S,Set,SET384,S,629.0,KR-NP,High
JNE3784-KR-M,kurta,JNE3784,M,517.0,KR,Medium
MEN5022-KR-L,kurta,MEN5022,L,777.0,KR,High
JNE3784-KR-L,kurta,JNE3784,L,517.0,KR,Medium
J0119-TP-XXL,Top,J0119,XXL,574.0,TP,Medium
J0210-DR-M,Ethnic Dress,J0210,M,837.0,DR,Premium
MEN5029-KR-L,kurta,MEN5029,L,625.0,KR,High
J0083-KR-XS,kurta,J0083,XS,565.0,KR,Medium
JNE3334-KR-XXL,kurta,JNE3334,XXL,318.0,KR,low
SET233-KR-PP-XS,Set,SET233,XS,545.0,KR-PP,Medium
J0126-SKD-S,Set,J0126,S,783.0,SKD,High
J0009-SKD-S,Set,J0009,S,854.0,SKD,Premium
SET397-KR-NP-S,Set,SET397,S,999.0,KR-NP,Premium
JNE3518-KR-M,kurta,JNE3518,M,487.0,KR,Medium
J0005-DR-XXXL,Western Dress,J0005,3XL,899.0,DR,Premium
SET282-KR-PP-S,Set,SET282,S,1099.0,KR-PP,Premium
JNE3437-KR-M,kurta,JNE3437,M,517.0,KR,Medium
J0399-DR-L,Western Dress,J0399,L,791.0,DR,Premium
J0081-DR-M,Western Dress,J0081,M,658.0,DR,High
SET291-KR-PP-L,Set,SET291,L,605.0,KR-PP,High
J0339-DR-XL,Western Dress,J0339,XL,825.0,DR,Premium
SET278-KR-NP-M,Set,SET278,M,1523.0,KR-NP,Luxury
J0119-TP-XL,Top,J0119,XL,574.0,TP,Medium
PJNE3291-KR-5XL,kurta,PJNE3291,5XL,869.0,KR,Premium
SET280-KR-PP-XXL,Set,SET280,XXL,814.0,KR-PP,Premium
SET375-KR-NP-L,Set,SET375,L,696.0,KR-NP,High
J0230-SKD-S,Set,J0230,S,1349.0,SKD,Luxury
J0199-SET-XXL,Set,J0199,XXL,491.0,SET,Medium
J0004-SKD-L,Set,J0004,L,1186.0,SKD,Luxury
J0250-SKD-XXL,Set,J0250,XXL,725.0,SKD,High
SET227-KR-PP-A-S,Set,SET227,S,614.0,KR-PP-A,High
JNE3291-KR-L,kurta,JNE3291,L,499.0,KR,Medium
J0118-TP-XXL,Top,J0118,XXL,529.0,TP,Medium
J0349-SET-S,Set,J0349,S,888.0,SET,Premium
JNE3405-KR-S,kurta,JNE3405,S,435.0,KR,low
JNE3698-KR-XL,kurta,JNE3698,XL,399.0,KR,low
NW034-TP-PJ-XXL,Set,NW034,XXL,613.0,TP-PJ,High
JNE3252-KR-L,kurta,JNE3252,L,479.0,KR,Medium
J0334-TP-XXL,Top,J0334,XXL,599.0,TP,Medium
J0349-SET-S,Set,J0349,S,888.0,SET,Premium
JNE3501-KR-XL,kurta,JNE3501,XL,380.0,KR,low
J0034-SET-L,Set,J0034,L,717.0,SET,High
J0381-SKD-XXL,Set,J0381,XXL,1299.0,SKD,Luxury
JNE1977-KR-237-XXL,kurta,JNE1977,XXL,301.0,KR-237,low
SET331-KR-NP-M,Set,SET331,M,641.0,KR-NP,High
J0029-KR-S,kurta,J0029,S,345.0,KR,low
J0415-DR-XXXL,Western Dress,J0415,3XL,899.0,DR,Premium
SET196-KR-NP-L,Set,SET196,L,668.0,KR-NP,High
J0301-TP-XXL,Top,J0301,XXL,518.0,TP,Medium
J0118-TP-XXL,Top,J0118,XXL,529.0,TP,Medium
JNE3659-TP-N-XXL,Top,JNE3659,XXL,493.0,TP-N,Medium
SET374-KR-NP-S,Set,SET374,S,666.0,KR-NP,High
JNE3655-TP-XL,Top,JNE3655,XL,317.0,TP,low
NW002-TP-PJ-XL,Set,NW002,XL,455.0,TP-PJ,low
NW001-TP-PJ-XL,Set,NW001,XL,539.0,TP-PJ,Medium
JNE3504-KR-L,kurta,JNE3504,L,459.0,KR,Medium
SET278-KR-NP-S,Set,SET278,S,1523.0,KR-NP,Luxury
JNE3405-KR-S,kurta,JNE3405,S,435.0,KR,low
MEN5032-KR-M,kurta,MEN5032,M,811.0,KR,Premium
JNE3870-DR-XXL,Western Dress,JNE3870,XXL,721.0,DR,High
SET401-KR-NP-S,Set,SET401,S,999.0,KR-NP,Premium
NW036-ST-SR-XS,Set,NW036,XS,539.0,ST-SR,Medium
J0126-SKD-XXXL,Set,J0126,3XL,783.0,SKD,High
JNE3510-KR-S,kurta,JNE3510,S,471.0,KR,Medium
JNE2262-KR-569-S,kurta,JNE2262,S,322.0,KR-569,low
J0413-DR-M,Western Dress,J0413,M,741.0,DR,High
JNE3368-KR-XXL,kurta,JNE3368,XXL,471.0,KR,Medium
SET291-KR-PP-L,Set,SET291,L,605.0,KR-PP,High
J0247-SKD-M,Set,J0247,M,777.0,SKD,High
J0283-SET-L,Set,J0283,L,1072.0,SET,Premium
J0280-SKD-XS,Set,J0280,XS,1556.0,SKD,Luxury
J0228-SKD-XXXL,Set,J0228,3XL,1698.0,SKD,Luxury
J0226-SKD-XXXL,Set,J0226,3XL,1499.0,SKD,Luxury
JNE3518-KR-XXL,kurta,JNE3518,XXL,487.0,KR,Medium
NW003-TP-PJ-S,Set,NW003,S,495.0,TP-PJ,Medium
NW020-ST-SR-XXL,Set,NW020,XXL,517.0,ST-SR,Medium
JNE3368-KR-XXL,kurta,JNE3368,XXL,471.0,KR,Medium
JNE2100-KR-144-M,kurta,JNE2100,M,382.0,KR-144,low
J0003-SET-XXL,Set,J0003,XXL,696.0,SET,High
J0111-TP-XXL,Top,J0111,XXL,423.0,TP,low
SET408-KR-NP-L,Set,SET408,L,499.0,KR-NP,Medium
SET436-KR-NP-S,Set,SET436,S,1399.0,KR-NP,Luxury
NW020-ST-SR-L,Set,NW020,L,517.0,ST-SR,Medium
JNE3721-KR-XL,kurta,JNE3721,XL,301.0,KR,low
JNE3458-KR-L,kurta,JNE3458,L,380.0,KR,low
SET369-KR-NP-XXL,Set,SET369,XXL,1399.0,KR-NP,Luxury
J0301-TP-XXL,Top,J0301,XXL,518.0,TP,Medium
PJNE3363-KR-N-5XL,kurta,PJNE3363,5XL,764.0,KR-N,High
PJNE2100-KR-N-5XL,kurta,PJNE2100,5XL,764.0,KR-N,High
SET363-KR-NP-S,Set,SET363,S,1149.0,KR-NP,Luxury
J0277-SKD-XXXL,Set,J0277,3XL,1364.0,SKD,Luxury
JNE3510-KR-S,kurta,JNE3510,S,471.0,KR,Medium
SET295-KR-NP-XS,Set,SET295,XS,799.0,KR-NP,Premium
J0111-TP-XXL,Top,J0111,XXL,423.0,TP,low
JNE3472-KR-XS,kurta,JNE3472,XS,319.0,KR,low
JNE3366-KR-1053-XL,kurta,JNE3366,XL,382.0,KR-1053,low
JNE3880-DR-XL,Western Dress,JNE3880,XL,581.0,DR,Medium
SET335-KR-NP-S,Set,SET335,S,771.0,KR-NP,High
JNE3860-DR-XXXL,Western Dress,JNE3860,3XL,614.0,DR,High
NW029-ST-SR-XL,Set,NW029,XL,455.0,ST-SR,low
JNE3405-KR-M,kurta,JNE3405,M,435.0,KR,low
JNE3437-KR-XS,kurta,JNE3437,XS,517.0,KR,Medium
PJNE2100-KR-N-4XL,kurta,PJNE2100,4XL,764.0,KR-N,High
SET268-KR-NP-XXL,Set,SET268,XXL,788.0,KR-NP,High
JNE3405-KR-M,kurta,JNE3405,M,435.0,KR,low
J0337-TP-XXL,Top,J0337,XXL,545.0,TP,Medium
JNE3758-KR-S,kurta,JNE3758,S,376.0,KR,low
JNE3783-KR-L,kurta,JNE3783,L,517.0,KR,Medium
JNE3634-KR-M,kurta,JNE3634,M,544.0,KR,Medium
J0415-DR-L,Western Dress,J0415,L,899.0,DR,Premium
PJNE3373-KR-N-4XL,kurta,PJNE3373,4XL,836.0,KR-N,Premium
J0277-SKD-M,Set,J0277,M,1364.0,SKD,Luxury
JNE3880-DR-XL,Western Dress,JNE3880,XL,581.0,DR,Medium
SET293-KR-NP-M,Set,SET293,M,736.0,KR-NP,High
SET330-KR-PP-S,Set,SET330,S,560.0,KR-PP,Medium
JNE1998-KR-311-XL,kurta,JNE1998,XL,301.0,KR-311,low
JNE3822-KR-XL,kurta,JNE3822,XL,449.0,KR,low
J0379-SKD-XS,Set,J0379,XS,1369.0,SKD,Luxury
SET375-KR-NP-XXL,Set,SET375,XXL,696.0,KR-NP,High
JNE3659-TP-N-M,Top,JNE3659,M,493.0,TP-N,Medium
SET244-KR-NP-XL,Set,SET244,XL,773.0,KR-NP,High
SET058-KR-NP-M,Set,SET058,M,847.0,KR-NP,Premium
SET365-KR-NP-XXL,Set,SET365,XXL,1299.0,KR-NP,Luxury
JNE3690-TU-L,Top,JNE3690,L,545.0,TU,Medium
JNE3368-KR-XXL,kurta,JNE3368,XXL,471.0,KR,Medium
J0236-SKD-S,Set,J0236,S,949.0,SKD,Premium
SET333-KR-DPT-M,Set,SET333,M,967.0,KR-DPT,Premium
J0290-CD-S,Top,J0290,S,534.0,CD,Medium
J0003-SET-S,Set,J0003,S,696.0,SET,High
J0113-TP-XXL,Top,J0113,XXL,574.0,TP,Medium
SET247-KR-SHA-XL,Set,SET247,XL,775.0,KR-SHA,High
J0010-LCD-S,Set,J0010,S,999.0,LCD,Premium
J0283-SET-L,Set,J0283,L,1072.0,SET,Premium
SET304-KR-DPT-XXL,Set,SET304,XXL,1186.0,KR-DPT,Luxury
JNE3405-KR-S,kurta,JNE3405,S,435.0,KR,low
SET302-KR-PP-M,Set,SET302,M,799.0,KR-PP,Premium
JNE3806-KR-XS,kurta,JNE3806,XS,545.0,KR,Medium
SET278-KR-NP-XXXL,Set,SET278,3XL,1523.0,KR-NP,Luxury
JNE3742-KR-XXXL,kurta,JNE3742,3XL,432.0,KR,low
SET278-KR-NP-M,Set,SET278,M,1523.0,KR-NP,Luxury
PJNE2171-KR-N-6XL,kurta,PJNE2171,6XL,1099.0,KR-N,Premium
J0118-TP-XXXL,Top,J0118,3XL,529.0,TP,Medium
J0344-TP-XXL,Top,J0344,XXL,574.0,TP,Medium
SET248-KR-NP-XXXL,Set,SET248,3XL,612.0,KR-NP,High
SET282-KR-PP-S,Set,SET282,S,1099.0,KR-PP,Premium
J0251-SKD-XL,Set,J0251,XL,725.0,SKD,High
JNE3368-KR-XL,kurta,JNE3368,XL,471.0,KR,Medium
JNE3784-KR-M,kurta,JNE3784,M,517.0,KR,Medium
SET324-KR-NP-XXXL,Set,SET324,3XL,635.0,KR-NP,High
JNE3822-KR-XL,kurta,JNE3822,XL,449.0,KR,low
MEN5013-KR-L,kurta,MEN5013,L,709.0,KR,High
SET344-KR-NP-L,Set,SET344,L,899.0,KR-NP,Premium
J0008-SKD-XL,Set,J0008,XL,1133.0,SKD,Premium
SET374-KR-NP-M,Set,SET374,M,666.0,KR-NP,High
SET268-KR-NP-XL,Set,SET268,XL,788.0,KR-NP,High
JNE3620-KR-M,kurta,JNE3620,M,325.0,KR,low
J0176-TP-XXL,Top,J0176,XXL,387.0,TP,low
SET204-KR-DPT-S,Set,SET204,S,666.0,KR-DPT,High
SET224-KR-NP-XS,Set,SET224,XS,1132.0,KR-NP,Premium
JNE3567-KR-M,kurta,JNE3567,M,399.0,KR,low
SET375-KR-NP-XS,Set,SET375,XS,696.0,KR-NP,High
JNE3567-KR-XL,kurta,JNE3567,XL,399.0,KR,low
SET376-KR-NP-M,Set,SET376,M,560.0,KR-NP,Medium
PJNE3607-KR-4XL,kurta,PJNE3607,4XL,869.0,KR,Premium
PJNE3368-KR-4XL,kurta,PJNE3368,4XL,869.0,KR,Premium
J0251-SKD-XXL,Set,J0251,XXL,725.0,SKD,High
J0340-TP-M,Top,J0340,M,690.0,TP,High
JNE3373-KR-XXXL,kurta,JNE3373,3XL,382.0,KR,low
NW009-ST-CP-XXL,Set,NW009,XXL,560.0,ST-CP,Medium
NW013-ST-SR-XXL,Set,NW013,XXL,475.0,ST-SR,Medium
NW013-ST-SR-L,Set,NW013,L,475.0,ST-SR,Medium
SET145-KR-NP-M,Set,SET145,M,788.0,KR-NP,High
SET341-KR-NP-M,Set,SET341,M,857.0,KR-NP,Premium
J0157-DR-S,Western Dress,J0157,S,690.0,DR,High
J0335-DR-L,Western Dress,J0335,L,989.0,DR,Premium
NW012-TP-PJ-XL,Set,NW012,XL,537.0,TP-PJ,Medium
J0216-BL-S,Blouse,J0216,S,625.0,BL,High
SET408-KR-NP-XL,Set,SET408,XL,499.0,KR-NP,Medium
JNE3368-KR-S,kurta,JNE3368,S,471.0,KR,Medium
J0092-SET-XL,Set,J0092,XL,833.0,SET,Premium
J0332-DR-XL,Western Dress,J0332,XL,668.0,DR,High
JNE3721-KR-L,kurta,JNE3721,L,301.0,KR,low
MEN5014-KR-XXXL,kurta,MEN5014,3XL,665.0,KR,High
MEN5028-KR-XXXL,kurta,MEN5028,3XL,709.0,KR,High
MEN5020-KR-XXXL,kurta,MEN5020,3XL,590.0,KR,Medium
MEN5012-KR-XXXL,kurta,MEN5012,3XL,655.0,KR,High
JNE3818-KR-M,kurta,JNE3818,M,475.0,KR,Medium
J0002-SKD-XXL,Set,J0002,XXL,1186.0,SKD,Luxury
SET344-KR-NP-XS,Set,SET344,XS,899.0,KR-NP,Premium
J0342-TP-L,Top,J0342,L,665.0,TP,High
JNE3465-KR-XXXL,kurta,JNE3465,3XL,523.0,KR,Medium
SET397-KR-NP-XXXL,Set,SET397,3XL,999.0,KR-NP,Premium
JNE3774-KR-S,kurta,JNE3774,S,449.0,KR,low
SET344-KR-NP-L,Set,SET344,L,899.0,KR-NP,Premium
J0335-DR-L,Western Dress,J0335,L,989.0,DR,Premium
J0041-SET-M,Set,J0041,M,631.0,SET,High
J0217-BL-M,Blouse,J0217,M,665.0,BL,High
J0164-DR-XXXL,Ethnic Dress,J0164,3XL,373.0,DR,low
J0329-KR-S,kurta,J0329,S,852.0,KR,Premium
JNE3440-KR-N-XS,kurta,JNE3440,XS,435.0,KR-N,low
JNE3546-KR-XL,kurta,JNE3546,XL,487.0,KR,Medium
JNE3291-KR-XXL,kurta,JNE3291,XXL,499.0,KR,Medium
SET269-KR-NP-L,Set,SET269,L,824.0,KR-NP,Premium
JNE3368-KR-XXL,kurta,JNE3368,XXL,471.0,KR,Medium
NW029-ST-SR-XXL,Set,NW029,XXL,455.0,ST-SR,low
SET184-KR-PP-L,Set,SET184,L,599.0,KR-PP,Medium
JNE3674-TU-XXL,Top,JNE3674,XXL,574.0,TU,Medium
SET224-KR-NP-XXL,Set,SET224,XXL,1132.0,KR-NP,Premium
JNE3408-KR-XS,kurta,JNE3408,XS,459.0,KR,Medium
JNE3405-KR-M,kurta,JNE3405,M,435.0,KR,low
JNE3405-KR-L,kurta,JNE3405,L,435.0,KR,low
JNE3437-KR-S,kurta,JNE3437,S,517.0,KR,Medium
JNE3870-DR-XS,Western Dress,JNE3870,XS,721.0,DR,High
J0248-KR-DPT-XXL,Set,J0248,XXL,854.0,KR-DPT,Premium
SET278-KR-NP-M,Set,SET278,M,1523.0,KR-NP,Luxury
SET383-KR-NP-XXL,Set,SET383,XXL,599.0,KR-NP,Medium
JNE3710-DR-S,Western Dress,JNE3710,S,699.0,DR,High
J0345-SET-XXXL,Set,J0345,3XL,478.0,SET,Medium
JNE3484-KR-XL,kurta,JNE3484,XL,301.0,KR,low
JNE3334-KR-XXL,kurta,JNE3334,XXL,318.0,KR,low
JNE3791-DR-XXL,Ethnic Dress,JNE3791,XXL,399.0,DR,low
JNE3412-KR-XXL,kurta,JNE3412,XXL,435.0,KR,low
JNE3366-KR-1053-A-XXL,kurta,JNE3366,XXL,382.0,KR-1053-A,low
JNE3546-KR-M,kurta,JNE3546,M,487.0,KR,Medium
JNE3405-KR-M,kurta,JNE3405,M,435.0,KR,low
JNE3881-DR-S,Western Dress,JNE3881,S,825.0,DR,Premium
SET278-KR-NP-M,Set,SET278,M,1523.0,KR-NP,Luxury
SET201-KR-NP-A-XXL,Set,SET201,XXL,633.0,KR-NP-A,High
BL113-M,Blouse,BL113,M,493.0,null,Medium
SET279-LC-M,Set,SET279,M,888.0,LC,Premium
MEN5027-KR-XL,kurta,MEN5027,XL,625.0,KR,High
MEN5014-KR-L,kurta,MEN5014,L,665.0,KR,High
J0416-DR-M,Western Dress,J0416,M,825.0,DR,Premium
J0011-LCD-S,Set,J0011,S,1695.0,LCD,Luxury
JNE3613-KR-XXXL,kurta,JNE3613,3XL,405.0,KR,low
JNE3338-KR-S,kurta,JNE3338,S,301.0,KR,low
SET356-KR-NP-S,Set,SET356,S,999.0,KR-NP,Premium
JNE2305-KR-533-S,kurta,JNE2305,S,382.0,KR-533,low
JNE3905-DR-XL,Western Dress,JNE3905,XL,625.0,DR,High
JNE3405-KR-M,kurta,JNE3405,M,435.0,KR,low
J0231-SKD-XXXL,Set,J0231,3XL,1238.0,SKD,Luxury
SET246-KR-PP-XXL,Set,SET246,XXL,435.0,KR-PP,low
MEN5029-KR-XL,kurta,MEN5029,XL,625.0,KR,High
MEN5029-KR-M,kurta,MEN5029,M,625.0,KR,High
SET345-KR-NP-XXL,Set,SET345,XXL,641.0,KR-NP,High
J0003-SET-XS,Set,J0003,XS,696.0,SET,High
SET184-KR-PP-S,Set,SET184,S,599.0,KR-PP,Medium
J0006-SET-M,Ethnic Dress,J0006,M,899.0,SET,Premium
MEN5003-KR-M,kurta,MEN5003,M,633.0,KR,High
SET197-KR-NP-S,Set,SET197,S,759.0,KR-NP,High
J0353-KR-XXL,kurta,J0353,XXL,635.0,KR,High
J0008-SKD-M,Set,J0008,M,1133.0,SKD,Premium
J0336-TP-M,Top,J0336,M,665.0,TP,High
J0252-SKD-XXXL,Set,J0252,3XL,899.0,SKD,Premium
JNE3311-KR-XS,kurta,JNE3311,XS,599.0,KR,Medium
JNE3368-KR-XXL,kurta,JNE3368,XXL,471.0,KR,Medium
J0167-KR-XL,kurta,J0167,XL,315.0,KR,low
SET138-KR-PP-M,Set,SET138,M,803.0,KR-PP,Premium
JNE3405-KR-S,kurta,JNE3405,S,435.0,KR,low
SET269-KR-NP-XL,Set,SET269,XL,824.0,KR-NP,Premium
J0077-SKD-S,Set,J0077,S,1099.0,SKD,Premium
SET269-KR-NP-XL,Set,SET269,XL,824.0,KR-NP,Premium
SET359-KR-NP-XXL,Set,SET359,XXL,899.0,KR-NP,Premium
JNE3641-TP-N-S,Top,JNE3641,S,354.0,TP-N,low
JNE3405-KR-M,kurta,JNE3405,M,435.0,KR,low
J0277-SKD-M,Set,J0277,M,1364.0,SKD,Luxury
J0158-DR-XL,Western Dress,J0158,XL,825.0,DR,Premium
JNE2305-KR-533-M,kurta,JNE2305,M,382.0,KR-533,low
SET380-KR-NP-XXL,Set,SET380,XXL,1186.0,KR-NP,Luxury
SET397-KR-NP  -M,Set,SET397,M,999.0,KR-NP  ,Premium
JNE3742-KR-M,kurta,JNE3742,M,432.0,KR,low
J0108-SKD-XXXL,Set,J0108,3XL,1152.0,SKD,Luxury
JNE3714-KR-XL,kurta,JNE3714,XL,487.0,KR,Medium
JNE3405-KR-M,kurta,JNE3405,M,435.0,KR,low
JNE3373-KR-XS,kurta,JNE3373,XS,382.0,KR,low
SET390-KR-NP-XS,Set,SET390,XS,882.0,KR-NP,Premium
SET275-KR-NP-XS,Set,SET275,XS,630.0,KR-NP,High
JNE3758-KR-XL,kurta,JNE3758,XL,376.0,KR,low
JNE3368-KR-XXL,kurta,JNE3368,XXL,471.0,KR,Medium
MEN5024-KR-M,kurta,MEN5024,M,665.0,KR,High
JNE3363-KR-1032-XL,kurta,JNE3363,XL,399.0,KR-1032,low
SET197-KR-NP-XL,Set,SET197,XL,759.0,KR-NP,High
MEN5004-KR-M,kurta,MEN5004,M,709.0,KR,High
SET397-KR-NP-XXXL,Set,SET397,3XL,999.0,KR-NP,Premium
JNE3739-KR-XL,kurta,JNE3739,XL,459.0,KR,Medium
PJNE3368-KR-4XL,kurta,PJNE3368,4XL,869.0,KR,Premium
PJNE3399-KR-N-4XL,kurta,PJNE3399,4XL,798.0,KR-N,Premium
NW014-ST-SR-XL,Set,NW014,XL,537.0,ST-SR,Medium
PSET264-KR-NP-5XL,Set,PSET264,5XL,1399.0,KR-NP,Luxury
JNE3818-KR-XL,kurta,JNE3818,XL,475.0,KR,Medium
SET278-KR-NP-L,Set,SET278,L,1523.0,KR-NP,Luxury
JNE3838-KR-XL,kurta,JNE3838,XL,399.0,KR,low
JNE3784-KR-XL,kurta,JNE3784,XL,517.0,KR,Medium
SET389-KR-NP-XL,Set,SET389,XL,648.0,KR-NP,High
NW034-TP-PJ-XL,Set,NW034,XL,613.0,TP-PJ,High
MEN5028-KR-XL,kurta,MEN5028,XL,709.0,KR,High
JNE3405-KR-S,kurta,JNE3405,S,435.0,KR,low
JNE3405-KR-S,kurta,JNE3405,S,435.0,KR,low
JNE3780-KR-XL,kurta,JNE3780,XL,325.0,KR,low
JNE3761-KR-XL,kurta,JNE3761,XL,301.0,KR,low
JNE3567-KR-S,kurta,JNE3567,S,399.0,KR,low
JNE3479-KR-M,kurta,JNE3479,M,301.0,KR,low
SET196-KR-NP-XL,Set,SET196,XL,668.0,KR-NP,High
J0003-SET-XS,Set,J0003,XS,696.0,SET,High
SET306-KR-PP-XS,Set,SET306,XS,666.0,KR-PP,High
SET308-KR-PP-XS,Set,SET308,XS,696.0,KR-PP,High
SET351-KR-NP-XS,Set,SET351,XS,599.0,KR-NP,Medium
SET278-KR-NP-M,Set,SET278,M,1523.0,KR-NP,Luxury
SET397-KR-NP-S,Set,SET397,S,999.0,KR-NP,Premium
SET268-KR-NP-XXL,Set,SET268,XXL,788.0,KR-NP,High
JNE3741-KR-S,kurta,JNE3741,S,459.0,KR,Medium
JNE3405-KR-S,kurta,JNE3405,S,435.0,KR,low
JNE3869-DR-XXXL,Western Dress,JNE3869,3XL,721.0,DR,High
SAR137,Saree,SAR137,Free,686.0,null,High
MEN5008-KR-L,kurta,MEN5008,L,709.0,KR,High
JNE3567-KR-M,kurta,JNE3567,M,399.0,KR,low
JNE3465-KR-XXXL,kurta,JNE3465,3XL,523.0,KR,Medium
SET376-KR-NP-S,Set,SET376,S,560.0,KR-NP,Medium
J0002-SKD-XXXL,Set,J0002,3XL,1186.0,SKD,Luxury
SET300-KR-NP-XL,Set,SET300,XL,967.0,KR-NP,Premium
J0243-DR-XXXL,Ethnic Dress,J0243,3XL,999.0,DR,Premium
J0339-DR-S,Western Dress,J0339,S,825.0,DR,Premium
J0216-BL-XL,Blouse,J0216,XL,625.0,BL,High
J0119-TP-L,Top,J0119,L,574.0,TP,Medium
J0095-SET-L,Set,J0095,L,653.0,SET,High
SET346-KR-PP-L,Set,SET346,L,774.0,KR-PP,High
J0119-TP-XXL,Top,J0119,XXL,574.0,TP,Medium
JNE3738-KR-XXL,kurta,JNE3738,XXL,383.0,KR,low
JNE2305-KR-533-S,kurta,JNE2305,S,382.0,KR-533,low
JNE3405-KR-M,kurta,JNE3405,M,435.0,KR,low
JNE3468-KR-L,kurta,JNE3468,L,399.0,KR,low
J0283-SET-M,Set,J0283,M,1072.0,SET,Premium
J0118-TP-XXL,Top,J0118,XXL,529.0,TP,Medium
JNE3641-TP-N-S,Top,JNE3641,S,354.0,TP-N,low
JNE3461-KR-XXXL,kurta,JNE3461,3XL,399.0,KR,low
JNE3888-KR-XXL,kurta,JNE3888,XXL,696.0,KR,High
J0129-SET-XS,Set,J0129,XS,729.0,SET,High
SET287-KR-NP-XXXL,Set,SET287,3XL,666.0,KR-NP,High
JNE3405-KR-M,kurta,JNE3405,M,435.0,KR,low
JNE3405-KR-M,kurta,JNE3405,M,435.0,KR,low
J0118-TP-XXL,Top,J0118,XXL,529.0,TP,Medium
SET398-KR-PP-XXL,Set,SET398,XXL,1186.0,KR-PP,Luxury
JNE3405-KR-S,kurta,JNE3405,S,435.0,KR,low
J0344-TP-XXXL,Top,J0344,3XL,574.0,TP,Medium
J0337-TP-XXXL,Top,J0337,3XL,545.0,TP,Medium
NW020-ST-SR-L,Set,NW020,L,517.0,ST-SR,Medium
SET363-KR-NP-S,Set,SET363,S,1149.0,KR-NP,Luxury
J0337-TP-XXL,Top,J0337,XXL,545.0,TP,Medium
JNE3405-KR-M,kurta,JNE3405,M,435.0,KR,low
J0003-SET-XXL,Set,J0003,XXL,696.0,SET,High
SET342-KR-NP-N-M,Set,SET342,M,850.0,KR-NP-N,Premium
J0012-SKD-L,Set,J0012,L,1199.0,SKD,Luxury
JNE3764-KR-XXXL,kurta,JNE3764,3XL,399.0,KR,low
J0004-SKD-XL,Set,J0004,XL,1186.0,SKD,Luxury
JNE3813-KR-S,kurta,JNE3813,S,635.0,KR,High
J0204-TP-XS,Top,J0204,XS,749.0,TP,High
JNE3708-TU-XS,Top,JNE3708,XS,749.0,TU,High
JNE3785-KR-M,kurta,JNE3785,M,345.0,KR,low
JNE3639-TP-N-S,Top,JNE3639,S,518.0,TP-N,Medium
J0400-DR-S,Western Dress,J0400,S,859.0,DR,Premium
SET291-KR-PP-L,Set,SET291,L,605.0,KR-PP,High
J0213-TP-XS,Top,J0213,XS,599.0,TP,Medium
JNE3768-KR-M,kurta,JNE3768,M,487.0,KR,Medium
J0349-SET-XXXL,Set,J0349,3XL,888.0,SET,Premium
JNE3757-KR-L,kurta,JNE3757,L,487.0,KR,Medium
SET197-KR-NP-S,Set,SET197,S,759.0,KR-NP,High
J0114-TP-M,Top,J0114,M,324.0,TP,low
J0112-TP-XXL,Top,J0112,XXL,349.0,TP,low
SET087-KR-PP-M,Set,SET087,M,881.0,KR-PP,Premium
JNE3653-TP-N-XXL,Top,JNE3653,XXL,354.0,TP-N,low
SET110-KR-PP-M,Set,SET110,M,837.0,KR-PP,Premium
JNE3636-KR-S,kurta,JNE3636,S,459.0,KR,Medium
J0006-SET-M,Ethnic Dress,J0006,M,899.0,SET,Premium
JNE3864-TU-XXXL,Top,JNE3864,3XL,599.0,TU,Medium
JNE3618-KR-XXL,kurta,JNE3618,XXL,399.0,KR,low
JNE3489-KR-S,kurta,JNE3489,S,487.0,KR,Medium
SET265-KR-NP-XXXL,Set,SET265,3XL,889.0,KR-NP,Premium
SET131-KR-NP-A-XXL,Set,SET131,XXL,666.0,KR-NP-A,High
SET332-KR-PP-M,Set,SET332,M,549.0,KR-PP,Medium
JNE3784-KR-S,kurta,JNE3784,S,517.0,KR,Medium
JNE3405-KR-M,kurta,JNE3405,M,435.0,KR,low
J0003-SET-XXL,Set,J0003,XXL,696.0,SET,High
JNE1998-KR-311-M,kurta,JNE1998,M,301.0,KR-311,low
JNE3613-KR-XL,kurta,JNE3613,XL,405.0,KR,low
SET339-KR-NP-XS,Set,SET339,XS,736.0,KR-NP,High
SET197-KR-NP-XL,Set,SET197,XL,759.0,KR-NP,High
JNE3718-KR-XXXL,kurta,JNE3718,3XL,487.0,KR,Medium
